age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
29,technician,single,secondary,no,6,no,no,cellular,25,may,315,1,-1,0,,yes
37,unemployed,married,tertiary,no,7620,no,no,telephone,25,may,100,3,-1,0,,no
32,technician,single,tertiary,no,705,yes,no,cellular,25,may,414,2,35,4,failure,yes
37,services,married,secondary,no,2915,no,no,cellular,26,may,314,2,-1,0,,no
24,self-employed,single,,no,1179,no,no,cellular,26,may,78,1,105,1,failure,no
40,management,married,secondary,no,363,yes,yes,cellular,26,may,135,1,104,2,failure,no
24,student,single,secondary,no,23878,no,no,cellular,26,may,133,1,97,1,success,yes
42,technician,married,secondary,no,1066,no,no,cellular,26,may,125,1,104,3,success,no
55,management,married,tertiary,no,42,no,no,cellular,26,may,318,1,-1,0,,no
58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,yes
47,,married,,no,8,no,no,telephone,26,may,164,1,-1,0,,no
34,technician,married,tertiary,no,23076,no,no,cellular,26,may,243,2,35,6,other,yes
36,technician,married,secondary,no,15485,no,no,cellular,26,may,83,1,42,1,success,no
59,management,married,tertiary,no,1831,no,no,cellular,26,may,245,2,98,2,failure,no
60,management,married,tertiary,no,21088,yes,no,cellular,26,may,187,1,-1,0,,no
49,technician,single,secondary,no,0,yes,no,cellular,26,may,223,1,-1,0,,no
34,housemaid,married,tertiary,no,0,no,no,cellular,26,may,141,1,188,1,failure,no
38,management,married,,no,3576,no,no,cellular,26,may,579,1,-1,0,,yes
46,technician,married,secondary,no,2501,no,no,cellular,26,may,323,1,-1,0,,no
29,services,married,secondary,no,1135,yes,no,cellular,26,may,407,2,98,1,success,no
36,technician,single,secondary,no,144,no,no,cellular,26,may,87,1,308,2,failure,no
26,student,single,tertiary,no,255,no,no,cellular,26,may,264,2,-1,0,,no
49,housemaid,married,primary,no,5038,yes,no,telephone,27,may,108,1,-1,0,,no
51,housemaid,married,,no,2337,yes,no,cellular,27,may,133,2,41,5,success,no
35,technician,married,secondary,no,1368,no,no,cellular,27,may,329,1,41,2,other,yes
32,admin.,single,secondary,no,1649,no,no,cellular,27,may,204,2,-1,0,,no
56,admin.,single,secondary,no,4118,no,no,telephone,27,may,165,1,-1,0,,yes
28,management,single,tertiary,no,0,no,no,telephone,27,may,198,2,-1,0,,no
21,blue-collar,single,secondary,no,2265,no,no,cellular,27,may,156,4,99,2,success,no
26,student,single,tertiary,no,13107,yes,no,cellular,27,may,112,2,-1,0,,no
30,self-employed,single,tertiary,no,48,no,no,cellular,27,may,144,2,187,1,failure,no
52,technician,married,secondary,no,196,yes,yes,cellular,27,may,99,2,99,1,success,no
23,student,single,,no,565,no,no,cellular,28,may,162,7,-1,0,,no
36,self-employed,married,tertiary,no,687,yes,no,cellular,28,may,568,8,-1,0,,no
24,student,single,secondary,no,501,no,no,cellular,28,may,121,6,-1,0,,no
45,management,single,tertiary,no,1411,no,no,cellular,28,may,142,3,-1,0,,no
48,management,married,tertiary,no,1167,yes,yes,cellular,1,jun,264,1,-1,0,,yes
40,management,divorced,tertiary,no,3355,no,no,cellular,1,jun,212,1,-1,0,,no
59,retired,married,tertiary,no,1312,yes,no,cellular,1,jun,244,2,-1,0,,no
25,technician,single,secondary,no,938,no,no,cellular,1,jun,1048,1,-1,0,,yes
55,technician,married,secondary,no,0,yes,yes,cellular,1,jun,106,1,91,1,success,no
52,technician,married,secondary,no,0,yes,no,cellular,1,jun,144,1,83,1,failure,no
35,management,single,tertiary,no,671,yes,no,cellular,1,jun,128,1,83,1,success,no
48,management,married,tertiary,no,3842,no,no,cellular,1,jun,215,2,-1,0,,yes
58,management,married,primary,no,1727,no,no,telephone,1,jun,336,2,-1,0,,no
44,management,divorced,tertiary,no,7541,yes,no,telephone,1,jun,55,2,82,1,other,no
34,management,married,tertiary,no,690,yes,no,cellular,1,jun,95,2,-1,0,,no
47,,single,,no,172,no,no,telephone,2,jun,23,1,-1,0,,no
36,management,single,tertiary,no,688,no,no,cellular,2,jun,126,1,120,1,failure,no
44,management,married,tertiary,no,1954,no,no,cellular,2,jun,294,1,-1,0,,yes
40,unemployed,single,tertiary,no,7968,no,no,cellular,2,jun,596,1,-1,0,,yes
38,self-employed,married,tertiary,no,846,no,no,cellular,2,jun,253,1,-1,0,,no
25,management,single,tertiary,no,1628,no,no,cellular,2,jun,91,1,-1,0,,no
39,unemployed,single,tertiary,no,79,no,no,cellular,2,jun,369,1,-1,0,,no
29,technician,single,secondary,no,1165,no,no,cellular,2,jun,245,1,-1,0,,yes
44,blue-collar,married,secondary,no,878,yes,no,cellular,2,jun,130,1,-1,0,,no
54,admin.,single,secondary,no,189,no,no,cellular,2,jun,95,5,-1,0,,no
30,management,married,tertiary,no,942,no,no,cellular,2,jun,146,2,-1,0,,no
27,student,single,secondary,no,121,no,no,cellular,2,jun,145,2,-1,0,,no
56,retired,married,secondary,no,0,no,no,cellular,2,jun,71,3,-1,0,,no
38,housemaid,single,tertiary,no,0,no,no,cellular,3,jun,137,3,-1,0,,no
41,blue-collar,married,secondary,no,140,yes,no,cellular,3,jun,96,1,125,2,failure,no
23,technician,single,secondary,no,4545,no,no,cellular,3,jun,200,1,-1,0,,no
31,technician,single,tertiary,no,882,no,no,cellular,3,jun,411,1,-1,0,,yes
37,management,married,tertiary,no,865,yes,no,cellular,3,jun,101,1,-1,0,,no
39,technician,married,tertiary,no,794,no,no,telephone,3,jun,116,2,121,1,failure,no
26,technician,single,secondary,no,1231,yes,no,cellular,3,jun,385,2,96,5,success,yes
32,management,married,tertiary,no,3154,no,no,cellular,3,jun,126,1,44,4,failure,no
35,management,married,tertiary,no,3109,yes,no,cellular,3,jun,467,1,-1,0,,no
56,admin.,married,secondary,no,3554,no,no,cellular,3,jun,151,1,-1,0,,no
39,blue-collar,single,tertiary,no,48,no,no,cellular,3,jun,539,1,-1,0,,yes
29,self-employed,single,tertiary,no,7752,no,no,cellular,3,jun,180,1,-1,0,,no
36,technician,married,tertiary,no,1731,yes,no,cellular,3,jun,74,3,-1,0,,no
57,retired,married,secondary,no,5313,no,no,cellular,3,jun,200,1,-1,0,,yes
25,blue-collar,single,secondary,no,389,no,no,cellular,3,jun,837,1,-1,0,,yes
33,technician,single,secondary,no,781,yes,no,cellular,3,jun,266,1,27,1,failure,no
40,management,married,tertiary,no,8963,no,no,cellular,3,jun,203,2,-1,0,,no
22,student,single,secondary,no,4132,no,no,telephone,3,jun,34,2,-1,0,,no
37,management,married,tertiary,no,108,yes,yes,cellular,4,jun,262,2,-1,0,,yes
42,management,married,tertiary,no,2665,yes,no,cellular,4,jun,280,2,126,11,failure,yes
36,unemployed,married,secondary,no,352,yes,no,cellular,4,jun,94,2,-1,0,,no
26,student,single,secondary,no,132,no,no,cellular,4,jun,217,1,-1,0,,yes
39,admin.,single,tertiary,no,22086,no,no,cellular,4,jun,160,1,-1,0,,yes
33,technician,single,tertiary,no,317,yes,no,cellular,4,jun,323,1,80,14,other,yes
30,management,single,tertiary,no,4,yes,no,cellular,4,jun,105,1,-1,0,,no
41,management,divorced,tertiary,no,3426,no,no,cellular,4,jun,102,2,297,3,failure,yes
22,student,single,secondary,no,64,no,no,cellular,4,jun,112,1,-1,0,,no
31,management,single,tertiary,no,617,no,no,cellular,4,jun,1161,1,97,2,success,yes
38,services,single,tertiary,no,5265,no,no,cellular,4,jun,352,1,-1,0,,no
32,management,single,tertiary,no,252,no,no,cellular,4,jun,216,2,-1,0,,no
27,student,single,secondary,no,538,no,no,cellular,4,jun,124,2,-1,0,,yes
30,management,single,tertiary,no,3384,no,no,cellular,4,jun,578,2,-1,0,,yes
44,management,married,tertiary,no,170,no,no,cellular,4,jun,94,1,-1,0,,no
54,management,single,tertiary,no,0,no,no,telephone,5,jun,133,4,-1,0,,no
23,admin.,single,tertiary,no,230,no,no,cellular,5,jun,264,1,-1,0,,no
57,management,married,tertiary,no,1227,no,no,cellular,5,jun,232,1,-1,0,,yes
25,self-employed,single,tertiary,no,42,yes,no,cellular,5,jun,149,1,94,1,success,yes
24,management,single,tertiary,no,1004,yes,no,cellular,5,jun,133,1,67,2,failure,no
34,blue-collar,single,secondary,no,215,no,no,cellular,5,jun,329,1,94,3,success,no
42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92,2,-1,0,,no
31,management,single,tertiary,no,924,no,no,cellular,5,jun,207,2,98,1,success,yes
37,,single,tertiary,no,0,no,no,cellular,8,jun,257,2,97,1,success,yes
52,unemployed,married,primary,no,426,no,no,cellular,8,jun,252,5,-1,0,,no
49,admin.,married,tertiary,no,6574,no,no,cellular,8,jun,138,3,-1,0,,yes
51,self-employed,married,,no,2094,no,no,cellular,8,jun,458,6,-1,0,,yes
28,technician,single,secondary,no,1363,no,no,cellular,9,jun,431,3,102,1,success,no
43,entrepreneur,divorced,secondary,no,3780,yes,no,cellular,9,jun,67,2,202,3,failure,no
50,unemployed,married,secondary,no,3357,no,no,cellular,9,jun,239,4,-1,0,,yes
60,management,married,secondary,no,544,no,no,cellular,12,jun,95,7,357,2,failure,yes
23,student,single,primary,no,1235,no,no,cellular,12,jun,39,3,-1,0,,no
22,student,single,,no,1,no,no,telephone,15,jun,263,4,-1,0,,no
54,management,single,tertiary,no,2081,no,no,cellular,15,jun,147,1,-1,0,,no
25,admin.,single,tertiary,no,1185,no,no,cellular,15,jun,135,1,-1,0,,no
52,entrepreneur,married,secondary,no,1306,no,no,cellular,15,jun,288,1,-1,0,,yes
26,student,single,tertiary,no,0,no,no,cellular,15,jun,41,2,-1,0,,no
36,admin.,divorced,tertiary,no,4708,no,no,cellular,15,jun,104,1,-1,0,,no
58,retired,married,primary,no,1077,no,no,cellular,15,jun,592,1,-1,0,,no
28,admin.,single,secondary,no,136,no,no,cellular,16,jun,355,1,-1,0,,yes
25,student,single,secondary,no,548,no,yes,cellular,16,jun,281,1,-1,0,,no
48,technician,married,secondary,no,1981,yes,no,cellular,16,jun,404,3,92,5,failure,no
49,management,married,tertiary,no,4200,yes,no,telephone,16,jun,55,2,-1,0,,no
32,student,single,,no,640,no,no,cellular,17,jun,49,2,134,1,failure,no
21,management,single,tertiary,no,243,no,yes,cellular,17,jun,181,2,-1,0,,no
43,blue-collar,married,primary,no,1518,no,no,cellular,17,jun,94,6,-1,0,,no
34,management,married,tertiary,no,443,no,no,cellular,18,jun,235,3,-1,0,,yes
31,management,married,tertiary,no,6138,no,no,cellular,19,jun,241,5,-1,0,,no
57,management,married,tertiary,no,10583,no,no,cellular,22,jun,295,3,-1,0,,yes
54,unemployed,married,tertiary,no,6590,no,no,cellular,22,jun,160,4,-1,0,,no
32,entrepreneur,married,primary,no,3083,no,no,cellular,22,jun,271,2,-1,0,,no
58,management,married,secondary,no,111,no,no,telephone,22,jun,39,1,90,2,failure,no
66,management,married,tertiary,no,1048,yes,no,cellular,23,jun,971,2,-1,0,,no
71,retired,married,secondary,no,1998,no,no,cellular,23,jun,201,1,-1,0,,no
33,housemaid,single,secondary,no,1363,no,no,telephone,30,jun,42,1,-1,0,,no
44,management,married,tertiary,no,2383,no,no,cellular,1,jul,571,2,-1,0,,yes
69,retired,divorced,primary,no,482,no,no,cellular,2,jul,260,2,-1,0,,yes
41,blue-collar,married,secondary,no,203,no,no,cellular,2,jul,342,2,-1,0,,yes
40,management,married,tertiary,no,-63,no,yes,cellular,2,jul,196,1,-1,0,,no
54,management,married,,no,831,yes,yes,telephone,2,jul,139,1,125,2,other,no
79,retired,married,secondary,no,668,no,no,telephone,2,jul,363,1,-1,0,,yes
33,technician,married,secondary,no,73,yes,no,cellular,2,jul,218,1,-1,0,,yes
28,management,single,tertiary,no,492,no,no,cellular,2,jul,281,1,-1,0,,no
31,management,single,tertiary,no,2983,yes,no,cellular,2,jul,153,1,-1,0,,no
58,housemaid,divorced,secondary,no,0,no,no,cellular,2,jul,478,2,-1,0,,yes
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,,yes
56,retired,married,secondary,no,1044,no,no,telephone,3,jul,353,2,-1,0,,yes
30,unemployed,married,tertiary,no,330,no,no,cellular,3,jul,264,1,80,1,success,yes
34,management,married,tertiary,no,0,no,no,cellular,3,jul,122,1,72,1,failure,no
35,unemployed,single,primary,no,68,no,no,cellular,3,jul,175,1,-1,0,,yes
25,admin.,single,secondary,no,285,no,no,cellular,3,jul,658,3,-1,0,,yes
35,services,single,tertiary,no,0,no,no,cellular,3,jul,704,1,-1,0,,yes
31,management,single,tertiary,no,9629,no,no,cellular,3,jul,67,2,-1,0,,no
71,self-employed,married,secondary,no,5946,no,no,cellular,3,jul,59,7,-1,0,,no
67,management,married,tertiary,no,694,no,no,cellular,7,jul,250,1,-1,0,,no
36,self-employed,married,tertiary,no,1234,no,no,cellular,7,jul,106,1,-1,0,,no
69,retired,married,tertiary,no,473,no,no,cellular,7,jul,112,1,78,1,failure,no
37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,yes
40,technician,single,tertiary,no,431,no,no,cellular,7,jul,180,2,-1,0,,yes
66,management,married,tertiary,no,2169,no,no,cellular,7,jul,282,1,-1,0,,no
52,technician,married,tertiary,no,2557,no,no,cellular,8,jul,340,1,156,1,other,yes
29,technician,married,secondary,no,1599,yes,no,cellular,8,jul,115,1,61,1,failure,no
52,admin.,married,secondary,no,1113,no,yes,cellular,8,jul,83,1,-1,0,,no
26,student,single,tertiary,no,10086,no,no,cellular,8,jul,475,3,78,2,success,no
75,retired,married,secondary,no,26452,no,no,telephone,15,jul,219,2,-1,0,,no
61,,single,primary,no,50,no,no,telephone,21,jul,465,6,-1,0,,no
71,retired,single,tertiary,no,1285,no,no,telephone,27,jul,195,2,-1,0,,no
32,services,married,,no,1016,no,no,cellular,30,jul,141,2,-1,0,,no
58,housemaid,married,primary,no,4605,no,no,cellular,4,aug,197,1,-1,0,,no
49,management,divorced,tertiary,no,914,no,no,cellular,4,aug,185,1,-1,0,,yes
62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,35,1,failure,no
53,management,married,tertiary,no,1356,yes,no,cellular,5,aug,397,2,93,2,failure,no
45,admin.,married,secondary,no,153,no,no,cellular,5,aug,277,1,-1,0,,yes
75,blue-collar,married,secondary,no,6053,no,no,telephone,5,aug,416,1,-1,0,,no
25,student,single,secondary,no,41,yes,no,telephone,5,aug,100,2,93,2,failure,no
37,management,divorced,tertiary,no,0,yes,no,cellular,6,aug,99,5,-1,0,,no
80,retired,married,primary,no,2994,no,no,cellular,6,aug,320,1,-1,0,,no
61,retired,married,tertiary,no,3140,yes,yes,cellular,6,aug,975,4,98,1,,yes
46,management,married,secondary,no,5127,no,no,cellular,6,aug,472,1,-1,0,,no
29,management,single,tertiary,no,74,no,no,cellular,6,aug,174,1,-1,0,,no
44,admin.,married,secondary,no,0,yes,no,cellular,6,aug,142,1,260,1,other,no
73,retired,married,primary,no,5539,no,no,telephone,6,aug,338,1,-1,0,,yes
34,management,married,tertiary,no,62,no,no,cellular,7,aug,169,2,-1,0,,no
30,technician,married,secondary,no,776,no,no,cellular,7,aug,72,1,99,2,success,no
69,technician,married,secondary,no,9064,no,no,cellular,7,aug,714,1,-1,0,,yes
41,admin.,married,tertiary,no,1536,no,no,cellular,7,aug,273,1,95,2,failure,yes
37,admin.,married,secondary,no,96,no,no,cellular,7,aug,155,1,99,2,success,yes
79,retired,married,secondary,no,2354,no,no,telephone,7,aug,121,2,-1,0,,no
34,management,married,tertiary,no,0,yes,no,cellular,7,aug,262,1,99,2,success,yes
25,management,single,tertiary,no,145,no,no,cellular,7,aug,121,1,-1,0,,no
58,unemployed,married,secondary,no,687,yes,no,cellular,7,aug,221,1,99,2,success,yes
55,entrepreneur,divorced,secondary,no,538,yes,no,cellular,7,aug,353,2,-1,0,,yes
60,management,single,tertiary,no,1034,yes,no,cellular,7,aug,231,3,-1,0,,yes
27,admin.,single,secondary,no,80,no,no,cellular,10,aug,268,1,-1,0,,no
27,technician,single,tertiary,no,290,no,no,cellular,10,aug,88,1,-1,0,,no
39,blue-collar,single,tertiary,no,172,yes,no,cellular,10,aug,248,1,131,1,success,no
46,blue-collar,married,secondary,no,4855,yes,no,cellular,10,aug,1529,1,397,1,failure,no
32,self-employed,single,tertiary,no,1815,no,no,telephone,10,aug,235,1,102,2,failure,yes
33,admin.,married,secondary,no,95,yes,no,cellular,10,aug,155,1,102,1,success,no
23,student,single,tertiary,no,0,no,no,cellular,10,aug,213,1,-1,0,,yes
24,self-employed,single,tertiary,no,2376,no,no,cellular,11,aug,123,1,106,1,success,no
28,student,single,secondary,no,5916,no,no,cellular,11,aug,344,1,81,6,failure,no
55,technician,divorced,secondary,no,3450,no,no,cellular,11,aug,110,1,-1,0,,no
30,management,single,tertiary,no,533,no,no,cellular,11,aug,229,2,99,4,success,yes
21,unemployed,single,secondary,no,280,no,no,cellular,11,aug,280,2,-1,0,,no
26,admin.,single,secondary,no,96,no,no,cellular,11,aug,349,1,70,3,failure,yes
46,management,married,tertiary,no,1600,yes,yes,cellular,11,aug,1244,1,-1,0,,yes
29,admin.,married,tertiary,no,238,no,no,cellular,11,aug,97,1,78,3,success,no
23,student,single,secondary,no,480,no,no,cellular,11,aug,162,1,-1,0,,no
57,management,married,secondary,no,2155,no,yes,cellular,11,aug,82,2,-1,0,,no
36,management,married,tertiary,no,539,no,no,cellular,11,aug,176,1,-1,0,,no
33,management,single,tertiary,no,312,no,no,cellular,11,aug,271,1,369,3,failure,no
64,management,married,secondary,no,1646,no,no,cellular,12,aug,68,3,-1,0,,no
27,student,single,tertiary,no,5291,no,no,cellular,12,aug,345,2,-1,0,,no
32,technician,married,secondary,no,484,yes,no,cellular,12,aug,668,2,463,1,success,yes
28,technician,single,tertiary,no,0,yes,no,cellular,12,aug,150,1,79,3,success,no
35,housemaid,married,tertiary,no,11219,no,no,cellular,12,aug,699,2,79,1,failure,no
30,management,single,tertiary,no,280,no,no,cellular,12,aug,100,1,-1,0,,no
36,management,married,tertiary,no,2987,yes,no,cellular,12,aug,307,1,-1,0,,yes
47,technician,married,tertiary,no,2408,no,no,cellular,12,aug,236,1,104,1,success,no
26,services,single,secondary,no,50,yes,no,cellular,12,aug,153,1,-1,0,,no
33,student,married,tertiary,no,476,yes,no,cellular,12,aug,113,1,-1,0,,no
80,retired,married,secondary,no,1610,no,no,cellular,12,aug,71,1,-1,0,,no
25,management,single,tertiary,no,2305,no,no,cellular,12,aug,222,2,104,2,failure,no
32,management,married,tertiary,no,1388,yes,no,cellular,13,aug,102,1,105,1,success,no
26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,,no
29,student,single,secondary,no,314,no,no,cellular,13,aug,485,3,105,1,success,no
44,technician,divorced,secondary,no,14,no,no,cellular,13,aug,234,1,-1,0,,yes
26,student,single,secondary,no,611,no,no,cellular,13,aug,138,2,69,3,failure,no
33,admin.,married,secondary,no,1604,no,no,cellular,13,aug,78,2,-1,0,,no
76,retired,married,primary,no,3324,no,no,cellular,13,aug,227,2,192,1,failure,yes
34,admin.,married,tertiary,no,882,no,no,cellular,13,aug,135,1,113,5,success,no
26,technician,single,tertiary,no,-67,yes,no,cellular,13,aug,143,1,90,1,success,no
30,admin.,single,tertiary,no,305,no,no,cellular,13,aug,75,1,105,3,success,no
35,admin.,single,tertiary,no,4233,no,no,cellular,13,aug,135,2,-1,0,,no
29,housemaid,single,tertiary,no,453,no,no,cellular,13,aug,126,2,-1,0,,no
49,management,married,tertiary,no,1,no,no,telephone,13,aug,640,2,101,4,success,yes
58,retired,married,secondary,no,1227,no,no,cellular,14,aug,182,2,37,2,failure,no
68,retired,married,primary,no,2301,no,no,cellular,14,aug,90,3,120,1,failure,no
38,technician,divorced,secondary,no,902,yes,no,cellular,14,aug,108,1,102,4,success,no
33,management,married,tertiary,no,271,yes,no,cellular,14,aug,801,2,-1,0,,yes
57,retired,married,secondary,no,479,no,no,telephone,14,aug,82,2,-1,0,,no
54,technician,married,secondary,no,0,no,no,telephone,14,aug,159,2,106,6,success,no
25,self-employed,single,,no,1179,no,no,cellular,17,aug,43,1,83,2,failure,no
26,student,single,secondary,no,0,no,no,cellular,17,aug,237,1,82,2,failure,no
29,student,single,,no,7585,no,no,telephone,17,aug,123,1,-1,0,,no
26,management,single,tertiary,no,828,yes,no,cellular,17,aug,156,1,199,1,failure,yes
24,technician,married,secondary,no,556,yes,no,cellular,18,aug,460,2,-1,0,,yes
52,management,married,tertiary,no,583,no,no,cellular,18,aug,61,1,84,1,failure,no
55,management,married,tertiary,no,12972,no,no,telephone,18,aug,205,1,-1,0,,yes
58,technician,married,tertiary,no,883,no,no,cellular,18,aug,543,1,78,2,failure,no
22,student,single,secondary,no,948,no,no,telephone,18,aug,215,1,197,2,failure,yes
79,housemaid,married,primary,no,0,no,no,cellular,18,aug,90,1,-1,0,,no
55,technician,married,secondary,no,1938,no,yes,cellular,18,aug,193,1,386,3,success,yes
49,technician,single,secondary,no,9131,yes,no,cellular,18,aug,532,1,461,5,failure,yes
67,retired,divorced,tertiary,no,443,no,no,cellular,18,aug,441,1,-1,0,,yes
57,retired,married,tertiary,no,1458,no,no,cellular,19,aug,250,1,107,5,failure,no
76,retired,married,tertiary,no,0,no,no,telephone,19,aug,170,1,-1,0,,no
34,management,married,tertiary,no,4859,no,no,cellular,20,aug,262,2,112,2,failure,no
25,entrepreneur,single,tertiary,no,347,no,no,cellular,20,aug,267,1,-1,0,,yes
51,blue-collar,married,secondary,no,1797,yes,no,cellular,20,aug,168,1,-1,0,,no
35,management,single,tertiary,no,1756,no,no,cellular,20,aug,195,1,-1,0,,yes
61,admin.,married,secondary,no,1046,yes,no,cellular,21,aug,158,1,-1,0,,yes
25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,yes
43,admin.,single,secondary,no,733,yes,no,cellular,21,aug,126,1,88,4,success,yes
27,management,single,tertiary,no,377,no,no,cellular,21,aug,171,3,91,1,failure,no
28,blue-collar,married,secondary,no,61,yes,no,cellular,21,aug,744,1,109,3,success,yes
71,retired,married,tertiary,no,2651,no,no,cellular,24,aug,73,3,200,2,failure,no
44,management,married,,no,21,no,no,cellular,24,aug,323,2,-1,0,,no
66,retired,married,primary,no,1943,no,no,cellular,24,aug,401,1,-1,0,,no
39,technician,married,secondary,no,116,no,no,cellular,24,aug,79,2,94,2,success,no
64,housemaid,married,primary,no,67,no,no,telephone,25,aug,153,1,-1,0,,no
18,student,single,,no,3,no,no,cellular,25,aug,130,2,-1,0,,yes
34,admin.,single,secondary,no,745,yes,yes,cellular,25,aug,76,1,-1,0,,no
69,retired,married,secondary,no,0,no,no,cellular,25,aug,412,2,-1,0,,yes
86,retired,divorced,primary,no,0,no,no,telephone,26,aug,189,1,-1,0,,yes
40,technician,married,secondary,no,3056,no,no,cellular,26,aug,103,1,-1,0,,no
60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,-1,0,,yes
36,technician,single,tertiary,no,40,no,no,cellular,26,aug,359,3,-1,0,,no
29,technician,single,secondary,no,590,no,no,cellular,27,aug,81,1,94,1,success,yes
26,services,single,secondary,no,38,no,no,telephone,28,aug,268,3,-1,0,,no
62,retired,married,secondary,no,13,no,no,telephone,28,aug,36,1,-1,0,,no
36,management,single,tertiary,no,490,no,no,cellular,28,aug,207,8,98,1,failure,yes
76,retired,married,primary,no,2632,no,no,cellular,28,aug,368,2,-1,0,,no
27,student,single,tertiary,no,118,no,no,cellular,31,aug,160,3,98,1,failure,yes
49,self-employed,married,tertiary,no,99,yes,yes,cellular,31,aug,83,1,-1,0,,no
23,student,single,secondary,no,922,no,no,cellular,1,sep,81,5,99,3,other,no
63,entrepreneur,married,primary,no,2287,no,no,telephone,1,sep,490,1,-1,0,,no
25,services,single,secondary,no,162,yes,no,cellular,1,sep,531,2,-1,0,,yes
70,retired,married,secondary,no,2626,no,no,cellular,2,sep,140,2,-1,0,,yes
38,management,married,tertiary,no,1198,yes,no,cellular,3,sep,91,3,213,1,failure,no
55,management,married,tertiary,no,0,yes,yes,cellular,3,sep,187,2,-1,0,,no
47,management,married,tertiary,no,0,yes,no,cellular,4,sep,65,3,-1,0,,no
57,management,divorced,tertiary,no,6468,yes,no,cellular,4,sep,730,1,157,4,failure,yes
37,unemployed,married,,no,4565,no,no,cellular,4,sep,369,1,-1,0,,no
73,retired,married,,no,3443,no,no,telephone,4,sep,770,3,-1,0,,yes
35,management,single,tertiary,no,80,no,no,cellular,4,sep,434,2,94,1,other,yes
19,student,single,secondary,no,527,no,no,cellular,4,sep,154,3,-1,0,,no
48,management,married,primary,no,606,no,no,cellular,7,sep,589,3,186,6,failure,no
35,management,single,tertiary,no,7918,no,no,cellular,7,sep,497,1,-1,0,,yes
57,retired,married,tertiary,no,4451,no,yes,cellular,7,sep,133,3,-1,0,,no
41,management,single,tertiary,no,6116,no,no,cellular,7,sep,97,1,-1,0,,no
25,management,single,tertiary,no,490,no,no,cellular,7,sep,394,1,-1,0,,no
36,services,married,secondary,no,52,yes,no,cellular,7,sep,351,1,95,6,success,yes
47,retired,single,primary,no,3033,no,no,cellular,8,sep,293,1,-1,0,,yes
34,management,married,tertiary,no,1022,yes,no,cellular,8,sep,219,1,-1,0,,no
25,student,single,,no,480,no,no,cellular,8,sep,140,1,-1,0,,yes
37,blue-collar,married,secondary,no,4321,no,no,cellular,8,sep,421,2,95,1,success,no
35,management,married,tertiary,no,2161,no,no,cellular,9,sep,569,3,-1,0,,yes
30,management,single,tertiary,no,147,no,no,cellular,9,sep,234,1,100,1,failure,yes
26,student,single,tertiary,no,13887,no,no,cellular,10,sep,199,4,-1,0,,no
72,retired,married,secondary,no,17739,no,no,cellular,11,sep,135,4,-1,0,,no
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
42,technician,married,secondary,no,3082,no,no,cellular,11,sep,285,1,-1,0,,yes
36,management,married,tertiary,no,495,no,no,cellular,11,sep,91,1,37,5,success,yes
32,management,single,tertiary,no,2,yes,no,cellular,11,sep,100,2,-1,0,,yes
49,entrepreneur,divorced,tertiary,no,315,no,no,cellular,11,sep,240,1,-1,0,,no
74,retired,married,primary,no,1765,no,no,telephone,11,sep,290,2,-1,0,,yes
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,yes
32,technician,single,tertiary,no,1855,no,no,cellular,15,sep,126,2,134,1,other,yes
29,management,single,tertiary,no,874,yes,no,cellular,16,sep,152,1,103,1,success,yes
40,technician,married,secondary,no,1819,no,no,cellular,16,sep,169,1,103,2,failure,no
28,technician,single,tertiary,no,865,no,no,cellular,16,sep,177,1,-1,0,,no
83,retired,married,primary,no,425,no,no,telephone,22,sep,773,1,92,2,success,yes
27,management,single,tertiary,no,20585,no,no,cellular,23,sep,299,1,100,1,success,yes
44,technician,married,secondary,no,5102,no,no,cellular,23,sep,205,1,-1,0,,no
34,admin.,married,tertiary,no,2552,yes,yes,cellular,25,sep,74,1,-1,0,,no
28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
36,admin.,married,tertiary,no,1145,yes,no,cellular,29,sep,75,1,239,2,failure,no
41,technician,married,secondary,no,2152,no,no,cellular,30,sep,134,1,121,1,other,no
38,technician,single,secondary,no,1711,no,no,telephone,30,sep,234,1,-1,0,,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,30,sep,314,1,41,1,success,no
39,management,married,tertiary,no,24,no,no,cellular,1,oct,199,1,-1,0,,no
63,housemaid,married,primary,no,333,no,no,telephone,1,oct,321,1,-1,0,,no
54,management,single,tertiary,no,2081,no,no,cellular,1,oct,395,2,108,1,failure,no
61,management,married,tertiary,no,1224,no,no,cellular,1,oct,99,1,-1,0,,no
